400	100	200	800	750	400	300	250	
545.953962963	514.018883333	146.419066667	279.712816667	959.756616667	887.339266667	527.4452	392.333083333	
795.458137931	158.191	1488.2626	950.375833333	918.874190476	503.083111111	393.082652174	873.613730769	
533.7435	144.907509091	262.787166667	954.598345455	1219.55157692	257.445576271	989.443109091	874.064192982	
524.337683333	136.712616667	267.96635	956.643583333	887.243383333	518.639083333	386.355633333	327.153766667	
523.54295	136.46585	268.254933333	956.652283333	886.980566667	518.840116667	386.307716667	327.162033333	
522.748216667	136.090633333	268.571116667	956.7024	886.727566667	519.02385	386.2598	327.260066667	
522.068683333	135.926383333	268.894	956.7769	886.474566667	519.207583333	386.2928	327.406366667	
521.441133333	135.669433333	269.252966667	956.91625	886.282116667	519.39865	386.3258	327.578716667	
520.8566	135.44275	269.64895	957.0556	886.095466667	519.589716667	386.3588	327.751066667	
520.291333333	135.22885	270.044933333	957.19265	885.913133333	519.780783333	386.410733333	327.923416667	
519.736783333	134.94755	270.479383333	957.254316667	885.7308	519.931416667	386.462666667	328.033616667	
519.259116667	134.863783333	270.937433333	957.26565	885.548466667	520.08945	386.5146	328.070816667	
518.814833333	134.8007	271.372766667	957.276983333	885.370216667	520.257933333	386.566533333	328.108016667	
518.415383333	134.737616667	271.800016667	957.288316667	885.159833333	520.426416667	386.617716667	328.145216667	
518.049983333	134.674533333	272.215433333	957.259433333	884.926533333	520.5949	386.678016667	328.1612	
517.733083333	134.576733333	272.627066667	957.1905	884.683	520.85715	386.7331	328.118816667	
517.416183333	134.655083333	273.030433333	957.097633333	884.44715	521.117816667	386.787	328.056266667	
517.289966667	134.749716667	273.420916667	957.004766667	884.120916667	521.372166667	386.77885	327.9325	
517.178333333	134.855766667	273.74155	956.86195	883.9578	521.63345	386.7707	327.762683333	
517.071533333	134.983083333	274.037816667	956.719133333	883.860416667	521.90135	386.738283333	327.60595	
516.981466667	135.077683333	274.325583333	956.576316667	883.827366667	522.179883333	386.681933333	327.462566667	
516.893716667	135.2459	274.581333333	956.4335	883.805916667	522.37035	386.625583333	327.342383333	
516.805966667	135.316716667	274.7789	956.330883333	883.817916667	522.5485	386.627316667	327.2222	
516.718216667	135.375916667	274.94705	956.26805	883.84305	522.72665	386.638833333	327.102016667	
516.646383333	135.419	275.113716667	956.224933333	883.876366667	522.9048	386.65035	326.9806	
516.5748	135.44835	275.280383333	956.1937	883.938916667	523.079216667	386.661866667	326.859183333	
516.440116667	135.525283333	275.407916667	956.162466667	884.001466667	523.253633333	386.67985	326.737766667	
516.253183333	135.58165	275.530183333	956.131233333	884.064016667	523.42805	386.698783333	326.65825	
516.0733	135.638016667	275.65245	956.22135	884.169616667	523.602466667	386.717716667	326.578733333	
515.8642	135.694383333	275.774716667	956.311466667	884.276616667	523.776883333	386.73665	326.571316667	
515.6551	135.801583333	275.89535	956.401583333	885.780333333	523.943633333	386.812633333	326.581616667	
515.460266667	136.015983333	276.006666667	956.4917	886.046816667	524.110383333	386.924283333	326.53355	
515.286733333	136.132566667	276.117983333	956.581816667	886.133766667	524.291283333	387.0963	326.423233333	
515.139083333	136.274983333	276.2293	956.7111	886.220716667	524.50735	387.268316667	326.350933333	
514.991433333	136.483683333	276.356583333	956.876133333	886.336033333	524.723416667	387.440333333	326.316716667	
514.843783333	136.70695	276.512483333	957.083716667	886.46725	524.939483333	387.684833333	326.458166667	
514.712983333	137.44075	276.668383333	957.3623	886.598466667	525.1316	387.9609	326.599616667	
514.608116667	137.843266667	276.824283333	957.656933333	886.729683333	525.289883333	388.239	326.741066667	
514.53485	138.245783333	277.000883333	957.951566667	886.8609	525.421633333	388.54365	326.942533333	
514.461583333	138.65595	277.1897	958.2462	886.98355	525.5305	388.8483	327.11245	
514.388316667	139.066116667	277.37245	958.488316667	887.086666667	525.639366667	389.242033333	327.282366667	
514.362133333	139.959166667	277.559383333	958.677916667	887.189783333	525.748233333	389.635766667	327.452283333	
514.33595	140.48035	277.752066667	958.867516667	887.2929	525.914216667	390.0295	327.62695	
514.309766667	141.01585	277.989716667	959.057116667	887.396016667	526.0802	390.414083333	327.840783333	
514.23255	141.569966667	278.2489	959.246716667	887.499133333	526.242816667	390.798666667	328.125516667	
514.155333333	142.131516667	278.5222	959.436316667	887.549716667	526.40865	391.18325	328.408033333	
514.112133333	143.25185	278.8171	959.513066667	887.572283333	526.588683333	391.54295	328.690483333	
514.095566667	143.810633333	279.07955	959.551866667	887.545816667	526.8	391.844783333	328.972933333	
514.038183333	145.027566667	279.3198	959.620116667	887.51935	527.011316667	392.046216667	329.255383333	
513.967366667	145.723316667	279.535316667	959.688366667	887.465566667	527.222633333	392.18965	329.520683333	
